SurveyName,SurveyId,DHS_CountryCode,SurveyYear,SurveyType,SurveyStatus,CountryName,SurveyYearLabel,region,young_child_wt.regioncount,had_fever_wt.regioncount,public_treat_wt.regioncount,any_treat_wt.regioncount,had_fever_wt.regionprop,fever_public_treat_wt.regionprop,fever_any_treat_wt.regionprop
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,1,398.357774999999,38.48541,1.668235,29.133318,0.09661016406671138,0.04334720612304767,0.7569964305953866
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,2,341.23998,38.098542,4.429573,27.621084,0.11164735738174643,0.11626620777246542,0.7249905783796136
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,3,161.916466,28.041856,7.213178,17.926493,0.17318717912235063,0.25722897942276,0.639276266164408
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,4,398.220614,58.864593,18.128817,48.632143,0.14781905037191267,0.3079748975755256,0.8261696976313079
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,5,416.803378,76.365548,13.76113,66.605228,0.183217200317412,0.1802007627837621,0.8721894852375052
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,6,190.776159,29.206109,6.520206,24.228829,0.1530909792559562,0.2232480197892845,0.8295808592647518
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,7,706.945582,135.984846,27.666614,114.557263,0.19235546478031462,0.20345365541686902,0.8424266848086882
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,8,167.98695,42.799511,6.83652,33.762172,0.2547787848996604,0.15973360069464346,0.7888448071287543
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,9,204.226932,44.384937,4.654214,37.332339,0.21733145851694036,0.10486021417581373,0.8411037960919038
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,10,236.152685,43.426293,7.376073,34.644572,0.18389074424455518,0.16985269730483327,0.7977787097784284
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,11,155.770316,17.87329,1.399722,11.900889,0.11474130924918968,0.07831361769433606,0.6658476978776711
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,12,521.493029000001,78.67878,6.234638,64.280333,0.1508721605557643,0.07924167100710001,0.8169970734167459
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,13,324.825764,22.565542,1.427716,17.093973,0.06946968036685662,0.06326974109463003,0.7575254784485123
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,14,675.025034999999,87.269136,4.52301,71.451083,0.1292828139329679,0.0518282889840917,0.8187440173579809
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,15,260.839493,41.703101,3.016779,31.571578,0.15988031766339922,0.072339440656943,0.7570558841655445
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,16,495.327214000001,129.727466,5.750538,89.682156,0.2619025612430811,0.04432783725229012,0.6913120156066257
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,17,433.695805,90.389157,10.445403,80.675868,0.20841602791154504,0.115560354213725,0.8925392234823033
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,18,505.011513999999,88.253297,13.567643,51.816134,0.17475501954595074,0.1537352536529032,0.5871297250231908
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,19,697.65437,159.076088,34.752165,134.907266,0.22801561179929256,0.218462532219173,0.8480675360837387
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,20,462.161363000001,158.155964,23.685464,122.516861,0.3422094027362466,0.14976016965126904,0.7746584946995739
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,21,341.836747999999,19.903843,4.332257,14.884445,0.05822616531561451,0.21765932337790247,0.747817645064825
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,22,124.91877,15.787824,2.302934,10.615683,0.1263847218476455,0.14586772692677596,0.6723968420220545
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,23,131.791789,17.584481,3.272445,16.111741,0.13342622581745212,0.1860984694401842,0.916247741403343
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,24,475.197628,101.861725,3.705554,92.2115790000001,0.21435655188076824,0.03637827653124861,0.9052622955285716
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,25,440.251368999999,97.6819649999999,3.506153,87.763832,0.22187770868692092,0.03589355517162255,0.8984650544243257
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,51,42.450266,5.942289,1.282369,4.342679,0.13998237372646852,0.21580387625038097,0.730809120862348
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,52,24.510458,3.651851,0.612667,2.993902,0.14899154475204013,0.1677688930901069,0.8198313677091424
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,53,90.6784700000002,16.994282,3.396009,13.856188,0.1874125357430486,0.1998324495262583,0.8153441257477074
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,54,50.506882,9.11481,5.880406,6.867072,0.18046669362800896,0.6451485000784437,0.7533971635173964
TZ2015DHS,485,TZ,2015,DHS,Completed,Tanzania,2015-16,55,43.9188860000001,8.184774,3.261178,6.463898,0.18636114768484752,0.398444477513979,0.7897466686312902
